amt,city_pop,risk_probability,hour,distance_km,category_entertainment,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
289.69,11253,0.79,23,101.5466883,0,0,0,0,1,0,0,0,0,0,0,0,0,0
311.83,21635,0.79,0,110.6137997,0,0,0,0,1,0,0,0,0,0,0,0,0,0
283.19,21635,0.600373675,0,24.14947018,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.82,976,0.557368378,1,70.94735109,0,0,1,0,0,0,0,0,0,0,0,0,0,0
296.32,11253,0.748264348,1,83.30573915,0,0,0,0,1,0,0,0,0,0,0,0,0,0
334.28,976,0.754026445,1,85.61057783,0,0,0,0,1,0,0,0,0,0,0,0,0,0
664.73,1228,0.75,1,131.1733289,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.79,11253,0.63,2,111.024994,0,0,1,0,0,0,0,0,0,0,0,0,0,0
301.55,11253,0.67325018,2,53.30007205,0,0,0,0,1,0,0,0,0,0,0,0,0,0
327.26,976,0.785619213,2,98.24768528,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1127.56,1228,0.980326023,3,92.13040923,0,0,0,0,0,0,0,0,0,0,0,1,0,0
276.41,21635,0.79,3,108.1678451,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722.92,1228,0.778633445,3,47.45337787,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8.33,976,0.570357661,4,76.14306437,0,0,1,0,0,0,0,0,0,0,0,0,0,0
333.09,1228,0.79,4,109.3641192,0,0,0,0,1,0,0,0,0,0,0,0,0,0
291.51,21635,0.565,11,122.8378844,0,0,0,0,1,0,0,0,0,0,0,0,0,0
564.57,1228,0.495596559,16,88.23862373,1,0,0,0,0,0,0,0,0,0,0,0,0,0
929.28,1228,0.91,22,105.946141,0,0,0,0,0,0,0,0,0,0,0,0,1,0
848.32,976,0.91,22,111.408836,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1003.72,11253,0.961954352,22,84.78174092,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1131.66,21635,0.872023858,22,48.80954329,0,0,0,0,0,0,0,0,0,0,0,1,0,0
959.59,21635,0.901830733,22,96.73229338,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388.02,11253,0.612653665,23,93.06146613,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1050.01,21635,0.999578688,23,99.83147505,0,0,0,0,0,0,0,0,0,0,0,1,0,0
996.93,21635,0.91,23,104.7854245,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1030.43,976,0.937077916,23,74.83116654,0,0,0,0,0,0,0,0,0,0,0,0,1,0
937.47,21635,0.735226915,23,30.090766,0,0,0,0,0,0,0,0,0,0,0,1,0,0
623.43,21635,0.855645369,0,78.25814749,0,0,0,0,0,0,0,0,1,0,0,0,0,0
346.69,1228,0.79,0,119.0644872,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337.06,276002,0.765378068,1,90.15122729,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18.86,355,0.63,1,109.0098748,0,0,1,0,0,0,0,0,0,0,0,0,0,0
847.72,1228,0.800799031,2,56.31961224,0,0,0,0,0,0,0,0,0,0,0,1,0,0
897.67,21635,0.821158286,2,64.46331445,0,0,0,0,0,0,0,0,1,0,0,0,0,0
305.6,276002,0.768535931,2,91.41437228,0,0,0,0,1,0,0,0,0,0,0,0,0,0
301.33,276002,0.700284904,3,64.11396141,0,0,0,0,1,0,0,0,0,0,0,0,0,0
701.88,1228,0.833659099,4,69.46363979,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303.14,276002,0.562437829,10,98.97513171,0,0,0,0,1,0,0,0,0,0,0,0,0,0
749.94,21635,0.597527198,15,65.01087939,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1006.34,355,0.703848152,15,71.53926073,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1104.38,976,0.962193946,22,84.8775785,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1044.81,276002,1,22,103.3086537,0,0,0,0,0,0,0,0,0,0,0,1,0,0
937.57,976,0.82877248,22,67.50899187,0,0,0,0,0,0,0,0,0,0,0,1,0,0
918.69,976,0.91,22,105.104098,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.53,976,0.461489276,22,32.59571053,0,0,0,0,0,0,0,0,0,0,0,0,0,1
835.36,276002,0.91,22,112.0213218,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95.94,1228,0.475974199,22,38.38967967,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.91,21635,0.595679817,22,86.27192681,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148.15,976,0.980350395,23,92.14015791,0,0,0,0,0,0,0,0,0,0,0,0,1,0
945.56,276002,0.725049652,23,26.01986073,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.24,1228,0.63,23,110.2059811,0,0,0,0,0,0,0,1,0,0,0,0,0,0
325.38,276002,0.667265484,0,50.90619373,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.45,276002,0.63,2,116.1846148,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311.47,355,0.576164913,3,14.46596506,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1161.58,276002,1,22,102.0634049,0,0,0,0,0,0,0,0,0,0,0,1,0,0
685.63,276002,0.898514922,22,95.40596896,0,0,0,0,0,0,0,0,1,0,0,0,0,0
344.01,355,0.79,23,110.9909984,0,0,0,0,1,0,0,0,0,0,0,0,0,0
831.16,1643,0.91,0,108.9362191,0,0,0,0,0,0,0,0,1,0,0,0,0,0
299.98,2518,0.788556575,0,99.42263002,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353.06,1643,0.785700561,1,98.28022459,0,0,0,0,1,0,0,0,0,0,0,0,0,0
846.52,1643,0.845838951,1,74.33558021,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334.85,1643,0.727939696,2,75.17587827,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.18,2518,0.595080865,2,86.03234605,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1008.39,1643,0.876755639,3,50.70225543,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.15,1643,0.626835521,3,98.73420838,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11.48,2518,0.387060485,7,52.82419415,0,0,1,0,0,0,0,0,0,0,0,0,0,0
830.58,1643,0.562714232,7,75.08569272,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.13,1643,0.314067946,15,63.6271783,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.51,1643,0.376717506,19,48.68700239,0,0,0,0,0,1,0,0,0,0,0,0,0,0
992.1,2518,0.787192934,22,50.8771736,0,0,0,0,0,0,0,0,0,0,0,1,0,0
882.9,2518,0.91,23,110.7065529,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24.78,1643,0.63,23,112.2760262,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1001.51,2518,0.964670932,23,85.86837263,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.73,5507,0.510385962,0,52.15438498,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.04,2202,0.595997914,1,86.39916556,0,0,1,0,0,0,0,0,0,0,0,0,0,0
288.41,2518,0.73047549,1,76.19019582,0,0,0,0,1,0,0,0,0,0,0,0,0,0
298.99,2518,0.680899662,2,56.3598649,0,0,0,0,1,0,0,0,0,0,0,0,0,0
368.43,1643,0.79,3,103.8974368,0,0,0,0,1,0,0,0,0,0,0,0,0,0
328.68,5507,0.761653204,3,88.66128164,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303.58,277,0.656819488,7,96.72779536,0,0,0,0,1,0,0,0,0,0,0,0,0,0
644.4,2202,0.650181799,15,86.07271941,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120.58,5507,0.405,15,105.622735,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1081.35,5507,0.875,19,112.9313805,0,0,0,0,0,0,0,0,0,0,0,1,0,0
843.44,2518,0.798146516,22,55.25860625,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.58,1643,0.508618712,22,51.44748494,0,0,0,0,0,0,0,1,0,0,0,0,0,0
776.7,5507,0.91,22,123.2380363,0,0,0,0,0,0,0,0,0,0,0,1,0,0
728.36,2518,0.91,22,116.646303,0,0,0,0,0,0,0,0,1,0,0,0,0,0
784.77,2202,0.851680298,23,76.67211928,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264.35,1643,0.541694622,23,64.67784882,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278.32,277,0.79,23,104.6766341,0,0,0,0,1,0,0,0,0,0,0,0,0,0
696.76,2518,0.755484672,23,38.19386868,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119.72,1643,0.63,23,115.9277975,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741.88,277,0.806610575,23,58.64423002,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1116.8,2202,0.833032617,23,33.21304688,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320.6,2202,0.777828706,0,95.13148238,0,0,0,0,1,0,0,0,0,0,0,0,0,0
952.08,270712,0.687252142,0,10.90085679,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1060.34,270712,1,1,113.5499227,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.42,277,0.63,1,124.0267495,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276.8,2202,0.777998629,1,95.19945148,0,0,0,0,1,0,0,0,0,0,0,0,0,0
336.2,2202,0.79,2,114.9286879,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303.03,277,0.79,2,120.1359347,0,0,0,0,1,0,0,0,0,0,0,0,0,0
308.84,5507,0.630499626,7,86.19985032,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.19,270712,0.285272388,13,52.10895536,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1033.78,5507,0.559572851,17,13.82914051,0,0,0,0,0,0,0,0,0,0,0,1,0,0
994.92,973849,0.756251485,21,88.50059393,0,0,0,0,0,0,0,0,0,0,0,1,0,0
859.46,5507,0.795887711,22,54.35508458,0,0,0,0,0,0,0,0,0,0,0,1,0,0
919.17,277,0.88702127,22,90.80850795,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1062.95,2202,1,22,126.6922387,0,0,0,0,0,0,0,0,0,0,0,1,0,0
770.94,2202,0.811702487,22,60.68099468,0,0,0,0,0,0,0,0,0,0,0,0,1,0
728.77,5507,0.79520746,22,54.08298395,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.27,270712,0.628572772,22,99.42910894,0,0,0,0,0,0,0,1,0,0,0,0,0,0
816.89,973849,0.810559084,23,60.22363348,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.18,270712,0.63,23,102.2196704,0,0,0,0,0,0,0,1,0,0,0,0,0,0
976.64,277,0.91,23,110.9210046,0,0,0,0,0,0,0,0,0,0,0,1,0,0
510.59,2202,0.677352157,23,70.94086272,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307.5,973849,0.684625634,23,57.85025343,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.96,5507,0.563533959,23,73.41358378,0,0,0,0,0,0,0,1,0,0,0,0,0,0
224.94,270712,0.572436553,23,76.97462136,0,0,0,0,0,0,1,0,0,0,0,0,0,0
790.35,973849,0.784238234,23,49.69529363,0,0,0,0,0,0,0,0,1,0,0,0,0,0
870.97,277,0.753650213,23,37.46008533,0,0,0,0,0,0,0,0,0,0,0,1,0,0
916.87,277,0.825468573,23,66.18742936,0,0,0,0,0,0,0,0,1,0,0,0,0,0
714.88,277,0.857841419,23,79.13656775,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1065.43,2202,0.995609402,23,98.24376078,0,0,0,0,0,0,0,0,0,0,0,1,0,0
813.73,270712,0.91,0,122.9786112,0,0,0,0,0,0,0,0,1,0,0,0,0,0
417.97,3285,0.581602597,0,80.64103897,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306.81,973849,0.79,0,103.4246418,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.57,973849,0.541264512,0,64.50580473,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324.87,73,0.613704059,0,29.48162363,0,0,0,0,1,0,0,0,0,0,0,0,0,0
325.86,4729,0.746325868,1,82.53034702,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16.44,73,0.54007007,1,64.02802797,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277.53,973849,0.762328615,1,88.93144602,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.56,3285,0.50606054,2,50.42421615,0,0,0,0,0,0,0,0,0,1,0,0,0,0
328.57,4729,0.79,2,114.9244459,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.2,73,0.63,2,103.291828,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377.28,270712,0.703940236,2,65.57609431,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.24,270712,0.577861613,2,79.14464536,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.54,3285,0.395528302,3,6.211320712,0,0,0,0,0,0,0,0,0,1,0,0,0,0
801.35,238602,0.91,3,125.2225706,0,0,0,0,0,0,0,0,1,0,0,0,0,0
549.13,3285,0.640130989,3,56.05239555,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96.57,3285,0.625567057,3,98.22682289,0,1,0,0,0,0,0,0,0,0,0,0,0,0
746.43,238602,0.91,3,104.3223852,0,0,0,0,0,0,0,0,1,0,0,0,0,0
747.46,270712,0.91,5,122.5356923,0,0,0,0,0,0,0,0,0,0,0,0,1,0
522.21,270712,0.625,7,106.0193121,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12.95,73,0.479750072,8,89.90002865,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.72,270712,0.36959224,9,85.83689613,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.25,973849,0.185780386,9,12.31215435,0,0,1,0,0,0,0,0,0,0,0,0,0,0
839.35,73,0.685,16,102.0820897,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.22,3285,0.474540644,20,87.81625773,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.47,3285,0.564917763,22,73.9671053,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1169.82,238602,0.984832008,22,93.93280319,0,0,0,0,0,0,0,0,0,0,0,1,0,0
690.81,238602,0.799191401,22,55.67656034,0,0,0,0,0,0,0,0,1,0,0,0,0,0
969.64,973849,0.91,22,102.836095,0,0,0,0,0,0,0,0,0,0,0,0,1,0
896.28,4729,0.840781418,22,72.31256711,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249.87,270712,0.477604255,22,39.04170198,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1034.21,73,0.968028607,23,87.2114428,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121.62,73,0.63,23,111.8271511,0,1,0,0,0,0,0,0,0,0,0,0,0,0
964.77,4729,0.743995583,23,33.59823328,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.2,270712,0.63,23,103.5793154,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.63,238602,0.63,23,100.7460774,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.91,3285,0.478289373,23,39.31574937,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.33,205,0.63,0,106.1622121,0,0,1,0,0,0,0,0,0,0,0,0,0,0
297.74,238602,0.79,0,108.2832055,0,0,0,0,1,0,0,0,0,0,0,0,0,0
727.13,3285,0.779481184,0,47.79247369,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310.15,4729,0.632395477,0,36.95819063,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118.23,3285,0.491287765,0,44.51510591,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.7,1892,0.502586118,0,49.03444715,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305.14,205,0.744331544,0,81.73261752,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.05,73,0.569347905,1,75.73916194,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.36,205,0.624826317,1,97.93052695,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328.58,238602,0.751624101,2,84.6496403,0,0,0,0,1,0,0,0,0,0,0,0,0,0
326.68,1892,0.649250686,2,43.70027427,0,0,0,0,1,0,0,0,0,0,0,0,0,0
331.43,238602,0.779271258,3,95.70850339,0,0,0,0,1,0,0,0,0,0,0,0,0,0
331.2,3285,0.48382775,8,27.53110009,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.25,1892,0.34855753,9,77.42301203,0,0,0,1,0,0,0,0,0,0,0,0,0,0
760.83,238602,0.60788976,9,69.15590384,0,0,0,0,0,0,0,0,1,0,0,0,0,0
990.43,1892,0.651741489,14,86.69659572,0,0,0,0,0,0,0,0,0,0,0,1,0,0
905.28,205,0.685,15,105.2003094,0,0,0,0,0,0,0,0,0,0,0,1,0,0
936.13,1892,0.672256444,21,54.90257752,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10.29,238602,0.595882577,22,86.35303093,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308.33,1892,0.79,22,123.2738956,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1104.91,4729,1,22,107.5829305,0,0,0,0,0,0,0,0,0,0,0,1,0,0
925.74,238602,0.723124372,22,25.24974891,0,0,0,0,0,0,0,0,0,0,0,1,0,0
737.43,4729,0.897892403,22,95.15696104,0,0,0,0,0,0,0,0,1,0,0,0,0,0
860.8,1892,0.887960326,22,91.18413038,0,0,0,0,0,0,0,0,0,0,0,1,0,0
851.71,73,0.91,22,111.4690965,0,0,0,0,0,0,0,0,1,0,0,0,0,0
752.47,205,0.745945117,22,34.37804696,0,0,0,0,0,0,0,0,0,0,0,0,1,0
816.78,1892,0.850728444,22,76.29137744,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1124.01,73,0.994089511,23,97.63580436,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.52,3285,0.618100922,23,95.24036862,0,0,0,0,0,0,0,1,0,0,0,0,0,0
773.75,1892,0.886288567,23,90.51542688,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1140.41,73,0.824457384,23,29.78295361,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.09,3285,0.572200282,23,76.88011274,0,0,0,0,0,0,0,0,0,0,1,0,0,0
335.96,205,0.677265439,23,54.90617549,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1062.87,238602,0.921046536,23,68.41861432,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022.11,205,1,23,104.3680026,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149.42,3285,0.63,23,120.5604709,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310.76,4653,0.724785334,0,73.91413373,0,0,0,0,1,0,0,0,0,0,0,0,0,0
282.6,4653,0.678728511,1,55.49140429,0,0,0,0,1,0,0,0,0,0,0,0,0,0
330.32,885,0.734765921,1,77.90636823,0,0,0,0,1,0,0,0,0,0,0,0,0,0
304.17,4653,0.7267651,3,74.70604014,0,0,0,0,1,0,0,0,0,0,0,0,0,0
279.83,4653,0.646496533,3,42.59861304,0,0,0,0,1,0,0,0,0,0,0,0,0,0
685.26,4653,0.882368384,3,88.94735364,0,0,0,0,0,0,0,0,1,0,0,0,0,0
301.4,4653,0.602554884,7,75.02195372,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.49,205,0.405,9,112.0108574,0,0,1,0,0,0,0,0,0,0,0,0,0,0
999.36,1892,0.607406155,15,68.96246209,0,0,0,0,0,0,0,0,0,0,0,1,0,0
311.01,885,0.415297655,16,40.1190621,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1095.21,1892,0.909434116,22,63.77364626,0,0,0,0,0,0,0,0,0,0,0,1,0,0
793.22,885,0.857000358,22,78.80014324,0,0,0,0,0,0,0,0,0,0,0,0,1,0
719.14,1892,0.808689794,22,59.47591744,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1056.23,4653,0.830009069,22,32.0036278,0,0,0,0,0,0,0,0,0,0,0,1,0,0
929.9,4653,0.790064474,22,52.02578953,0,0,0,0,0,0,0,0,0,0,0,1,0,0
893.91,205,0.91,23,109.4747767,0,0,0,0,0,0,0,0,0,0,0,0,1,0
838.04,1892,0.89256143,23,93.02457194,0,0,0,0,0,0,0,0,0,0,0,0,1,0
758.13,1892,0.780025746,23,48.01029823,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1125.31,4653,0.956282825,23,82.51312992,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.01,1892,0.465710443,23,34.28417734,0,0,0,0,0,0,0,1,0,0,0,0,0,0
322.84,4653,0.765214834,0,90.08593371,0,0,0,0,1,0,0,0,0,0,0,0,0,0
314.68,4653,0.747785109,1,83.11404341,0,0,0,0,1,0,0,0,0,0,0,0,0,0
795.59,46,0.735649561,1,94.2598244,0,0,0,0,0,0,0,0,0,1,0,0,0,0
324.1,4653,0.787309405,2,98.92376213,0,0,0,0,1,0,0,0,0,0,0,0,0,0
311.83,4653,0.759095735,3,87.63829387,0,0,0,0,1,0,0,0,0,0,0,0,0,0
314.78,4653,0.552258286,7,54.90331431,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9.79,46,0.369335056,8,45.73402252,0,0,1,0,0,0,0,0,0,0,0,0,0,0
925.94,4653,0.685,12,118.6889091,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50.96,1979,0.548621774,22,67.44870963,0,0,0,0,0,0,0,0,0,1,0,0,0,0
980.06,4653,0.887501862,22,91.00074475,0,0,0,0,0,0,0,0,0,0,0,1,0,0
187.35,46,0.497875066,22,47.1500263,0,0,0,0,0,0,1,0,0,0,0,0,0,0
564.34,46,0.664395834,22,65.75833349,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1020.79,1979,0.936003106,22,74.40124241,0,0,0,0,0,0,0,0,0,0,0,1,0,0
986.65,1979,0.91,22,132.6716426,0,0,0,0,0,0,0,0,0,0,0,0,1,0
907.81,1979,0.686316748,23,10.52669912,0,0,0,0,0,0,0,0,1,0,0,0,0,0
347.53,885,0.79,23,127.9290304,0,0,0,0,1,0,0,0,0,0,0,0,0,0
978.96,46,0.692381308,0,12.95252323,0,0,0,0,0,0,0,0,0,0,0,1,0,0
849.79,46,0.897482398,3,94.99295915,0,0,0,0,0,0,0,0,0,0,0,1,0,0
955.4,46,0.82847008,3,67.38803183,0,0,0,0,0,0,0,0,0,0,0,1,0,0
