amt,city_pop,risk_probability,hour,distance_km,category_entertainment,category_food_dining,category_gas_transport,category_grocery_net,category_grocery_pos,category_health_fitness,category_home,category_kids_pets,category_misc_net,category_misc_pos,category_personal_care,category_shopping_net,category_shopping_pos,category_travel
848.32,976,0.91,22,111.40883597206356,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1003.72,11253,0.9619543522995292,22,84.7817409198117,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1131.66,21635,0.8720238582243012,22,48.809543289720445,0,0,0,0,0,0,0,0,0,0,0,1,0,0
959.59,21635,0.901830733460977,22,96.73229338439077,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388.02,11253,0.612653665335703,23,93.0614661342812,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1050.01,21635,0.9995786876184088,23,99.83147504736348,0,0,0,0,0,0,0,0,0,0,0,1,0,0
996.93,21635,0.91,23,104.78542454674283,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1030.43,976,0.937077916362401,23,74.83116654496038,0,0,0,0,0,0,0,0,0,0,0,0,1,0
937.47,21635,0.7352269150102886,23,30.090766004115405,0,0,0,0,0,0,0,0,0,0,0,1,0,0
623.43,21635,0.8556453687145066,0,78.25814748580261,0,0,0,0,0,0,0,0,1,0,0,0,0,0
346.69,1228,0.79,0,119.06448718708059,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337.06,276002,0.7653780682164759,1,90.15122728659036,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18.86,355,0.63,1,109.00987483752814,0,0,1,0,0,0,0,0,0,0,0,0,0,0
847.72,1228,0.8007990305989476,2,56.31961223957903,0,0,0,0,0,0,0,0,0,0,0,1,0,0
897.67,21635,0.8211582861321918,2,64.46331445287672,0,0,0,0,0,0,0,0,1,0,0,0,0,0
305.6,276002,0.7685359306881048,2,91.41437227524187,0,0,0,0,1,0,0,0,0,0,0,0,0,0
301.33,276002,0.7002849035132486,3,64.1139614052994,0,0,0,0,1,0,0,0,0,0,0,0,0,0
701.88,1228,0.8336590994819922,4,69.46363979279688,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303.14,276002,0.5624378292827343,10,98.9751317130937,0,0,0,0,1,0,0,0,0,0,0,0,0,0
749.94,21635,0.5975271984857283,15,65.01087939429132,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1006.34,355,0.703848151813623,15,71.5392607254492,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1104.38,976,0.9621939462475948,22,84.8775784990379,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1044.81,276002,1.0,22,103.30865365510854,0,0,0,0,0,0,0,0,0,0,0,1,0,0
937.57,976,0.828772479671136,22,67.50899186845437,0,0,0,0,0,0,0,0,0,0,0,1,0,0
918.69,976,0.91,22,105.10409797730267,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.53,976,0.4614892763151222,22,32.595710526048904,0,0,0,0,0,0,0,0,0,0,0,0,0,1
835.36,276002,0.91,22,112.02132180489139,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95.94,1228,0.4759741991776482,22,38.38967967105929,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9.91,21635,0.5956798170369842,22,86.27192681479369,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148.15,976,0.9803503947692856,23,92.14015790771427,0,0,0,0,0,0,0,0,0,0,0,0,1,0
945.56,276002,0.7250496518320435,23,26.019860732817396,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.24,1228,0.63,23,110.20598112393434,0,0,0,0,0,0,0,1,0,0,0,0,0,0
325.38,276002,0.6672654843170231,0,50.90619372680925,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.45,276002,0.63,2,116.18461478487471,0,0,1,0,0,0,0,0,0,0,0,0,0,0
311.47,355,0.5761649126580982,3,14.465965063239269,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1161.58,276002,1.0,22,102.06340491170238,0,0,0,0,0,0,0,0,0,0,0,1,0,0
685.63,276002,0.8985149223895883,22,95.4059689558353,0,0,0,0,0,0,0,0,1,0,0,0,0,0
344.01,355,0.79,23,110.99099842374943,0,0,0,0,1,0,0,0,0,0,0,0,0,0
831.16,1643,0.91,0,108.93621909958507,0,0,0,0,0,0,0,0,1,0,0,0,0,0
299.98,2518,0.7885565750447414,0,99.42263001789657,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353.06,1643,0.7857005614807515,1,98.28022459230057,0,0,0,0,1,0,0,0,0,0,0,0,0,0
846.52,1643,0.8458389505288457,1,74.3355802115383,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334.85,1643,0.7279396956794103,2,75.1758782717641,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.18,2518,0.5950808651172164,2,86.03234604688653,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1008.39,1643,0.8767556385705193,3,50.702255428207714,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9.15,1643,0.6268355209393243,3,98.7342083757297,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11.48,2518,0.3870604853650506,7,52.82419414602026,0,0,1,0,0,0,0,0,0,0,0,0,0,0
830.58,1643,0.562714231799001,7,75.08569271960043,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21.13,1643,0.3140679457388572,15,63.627178295542905,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19.51,1643,0.3767175059673726,19,48.68700238694905,0,0,0,0,0,1,0,0,0,0,0,0,0,0
992.1,2518,0.7871929339990271,22,50.87717359961084,0,0,0,0,0,0,0,0,0,0,0,1,0,0
882.9,2518,0.91,23,110.70655286663954,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24.78,1643,0.63,23,112.2760261642118,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1001.51,2518,0.9646709315694552,23,85.86837262778211,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11.73,5507,0.5103859624615077,0,52.154384984603055,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7.04,2202,0.5959979139120098,1,86.39916556480394,0,0,1,0,0,0,0,0,0,0,0,0,0,0
288.41,2518,0.7304754895481069,1,76.19019581924277,0,0,0,0,1,0,0,0,0,0,0,0,0,0
298.99,2518,0.6808996622609342,2,56.35986490437366,0,0,0,0,1,0,0,0,0,0,0,0,0,0
368.43,1643,0.79,3,103.89743681339714,0,0,0,0,1,0,0,0,0,0,0,0,0,0
328.68,5507,0.761653204102277,3,88.66128164091077,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303.58,277,0.6568194883954697,7,96.72779535818786,0,0,0,0,1,0,0,0,0,0,0,0,0,0
644.4,2202,0.650181798517297,15,86.07271940691878,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120.58,5507,0.405,15,105.62273499688908,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1081.35,5507,0.875,19,112.93138051961921,0,0,0,0,0,0,0,0,0,0,0,1,0,0
843.44,2518,0.7981465156200112,22,55.25860624800446,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20.58,1643,0.5086187123458753,22,51.447484938350115,0,0,0,0,0,0,0,1,0,0,0,0,0,0
776.7,5507,0.91,22,123.23803629747054,0,0,0,0,0,0,0,0,0,0,0,1,0,0
728.36,2518,0.91,22,116.64630296300919,0,0,0,0,0,0,0,0,1,0,0,0,0,0
784.77,2202,0.8516802981965245,23,76.67211927860978,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264.35,1643,0.5416946220415336,23,64.67784881661343,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278.32,277,0.79,23,104.676634122471,0,0,0,0,1,0,0,0,0,0,0,0,0,0
696.76,2518,0.7554846717116864,23,38.19386868467458,0,0,0,0,0,0,0,0,1,0,0,0,0,0
119.72,1643,0.63,23,115.92779752122185,0,1,0,0,0,0,0,0,0,0,0,0,0,0
741.88,277,0.8066105750418211,23,58.644230016728415,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1116.8,2202,0.8330326172032232,23,33.21304688128926,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320.6,2202,0.7778287059428514,0,95.13148237714054,0,0,0,0,1,0,0,0,0,0,0,0,0,0
952.08,270712,0.6872521419753658,0,10.900856790146285,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1060.34,270712,1.0,1,113.5499227164187,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.42,277,0.63,1,124.02674948714595,0,0,1,0,0,0,0,0,0,0,0,0,0,0
276.8,2202,0.7779986287120612,1,95.19945148482446,0,0,0,0,1,0,0,0,0,0,0,0,0,0
336.2,2202,0.79,2,114.92868786372877,0,0,0,0,1,0,0,0,0,0,0,0,0,0
303.03,277,0.79,2,120.13593474565461,0,0,0,0,1,0,0,0,0,0,0,0,0,0
308.84,5507,0.6304996257996518,7,86.1998503198607,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.19,270712,0.2852723883920107,13,52.10895535680429,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1033.78,5507,0.5595728512641379,17,13.829140505655163,0,0,0,0,0,0,0,0,0,0,0,1,0,0
994.92,973849,0.7562514848364037,21,88.50059393456145,0,0,0,0,0,0,0,0,0,0,0,1,0,0
859.46,5507,0.7958877114539491,22,54.35508458157962,0,0,0,0,0,0,0,0,0,0,0,1,0,0
919.17,277,0.8870212698773187,22,90.80850795092746,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1062.95,2202,1.0,22,126.69223874174692,0,0,0,0,0,0,0,0,0,0,0,1,0,0
770.94,2202,0.8117024866944289,22,60.68099467777157,0,0,0,0,0,0,0,0,0,0,0,0,1,0
728.77,5507,0.7952074598791813,22,54.082983951672496,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25.27,270712,0.6285727723462056,22,99.42910893848223,0,0,0,0,0,0,0,1,0,0,0,0,0,0
816.89,973849,0.8105590837113072,23,60.22363348452288,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.18,270712,0.63,23,102.21967039641994,0,0,0,0,0,0,0,1,0,0,0,0,0,0
976.64,277,0.91,23,110.92100464820368,0,0,0,0,0,0,0,0,0,0,0,1,0,0
510.59,2202,0.6773521568055588,23,70.94086272222351,1,0,0,0,0,0,0,0,0,0,0,0,0,0
307.5,973849,0.6846256335638279,23,57.850253425531164,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.96,5507,0.5635339594621078,23,73.41358378484313,0,0,0,0,0,0,0,1,0,0,0,0,0,0
224.94,270712,0.5724365534055642,23,76.97462136222569,0,0,0,0,0,0,1,0,0,0,0,0,0,0
790.35,973849,0.7842382340782549,23,49.69529363130192,0,0,0,0,0,0,0,0,1,0,0,0,0,0
870.97,277,0.75365021333005,23,37.460085332019986,0,0,0,0,0,0,0,0,0,0,0,1,0,0
916.87,277,0.825468573388527,23,66.18742935541077,0,0,0,0,0,0,0,0,1,0,0,0,0,0
714.88,277,0.8578414193719119,23,79.13656774876476,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1065.43,2202,0.9956094019429836,23,98.2437607771934,0,0,0,0,0,0,0,0,0,0,0,1,0,0
813.73,270712,0.91,0,122.97861122893315,0,0,0,0,0,0,0,0,1,0,0,0,0,0
417.97,3285,0.5816025974160749,0,80.64103896642995,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306.81,973849,0.79,0,103.42464181592824,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12.57,973849,0.5412645118166268,0,64.50580472665075,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324.87,73,0.6137040590720163,0,29.481623628806513,0,0,0,0,1,0,0,0,0,0,0,0,0,0
325.86,4729,0.7463258675566142,1,82.5303470226457,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16.44,73,0.54007006992515,1,64.02802797006002,0,0,0,1,0,0,0,0,0,0,0,0,0,0
277.53,973849,0.7623286150428787,1,88.93144601715149,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8.56,3285,0.506060540379291,2,50.42421615171644,0,0,0,0,0,0,0,0,0,1,0,0,0,0
328.57,4729,0.79,2,114.92444592492059,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13.2,73,0.63,2,103.29182803796017,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377.28,270712,0.7039402357709984,2,65.57609430839936,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7.24,270712,0.5778616133996419,2,79.14464535985678,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8.54,3285,0.395528301780969,3,6.21132071238759,0,0,0,0,0,0,0,0,0,1,0,0,0,0
801.35,238602,0.91,3,125.22257059988065,0,0,0,0,0,0,0,0,1,0,0,0,0,0
549.13,3285,0.6401309888743074,3,56.05239554972299,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96.57,3285,0.625567057217769,3,98.22682288710757,0,1,0,0,0,0,0,0,0,0,0,0,0,0
746.43,238602,0.91,3,104.32238515051573,0,0,0,0,0,0,0,0,1,0,0,0,0,0
747.46,270712,0.91,5,122.53569225091466,0,0,0,0,0,0,0,0,0,0,0,0,1,0
522.21,270712,0.625,7,106.01931214958476,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12.95,73,0.4797500716295056,8,89.90002865180224,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.72,270712,0.3695922403253344,9,85.83689613013378,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8.25,973849,0.1857803858752204,9,12.312154350088187,0,0,1,0,0,0,0,0,0,0,0,0,0,0
839.35,73,0.685,16,102.08208966793806,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.22,3285,0.4745406443128602,20,87.8162577251441,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21.47,3285,0.5649177632492122,22,73.96710529968485,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1169.82,238602,0.9848320079705154,22,93.93280318820617,0,0,0,0,0,0,0,0,0,0,0,1,0,0
690.81,238602,0.7991914008525343,22,55.676560341013705,0,0,0,0,0,0,0,0,1,0,0,0,0,0
969.64,973849,0.91,22,102.83609495353109,0,0,0,0,0,0,0,0,0,0,0,0,1,0
896.28,4729,0.8407814177698544,22,72.31256710794173,0,0,0,0,0,0,0,0,0,0,0,1,0,0
249.87,270712,0.4776042549384679,22,39.04170197538716,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1034.21,73,0.9680286070033394,23,87.21144280133575,0,0,0,0,0,0,0,0,0,0,0,1,0,0
121.62,73,0.63,23,111.82715105032563,0,1,0,0,0,0,0,0,0,0,0,0,0,0
964.77,4729,0.743995583194777,23,33.5982332779108,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10.2,270712,0.63,23,103.57931535695417,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20.63,238602,0.63,23,100.74607739044713,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22.91,3285,0.4782893734267414,23,39.31574937069656,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18.33,205,0.63,0,106.16221212157046,0,0,1,0,0,0,0,0,0,0,0,0,0,0
297.74,238602,0.79,0,108.28320545066991,0,0,0,0,1,0,0,0,0,0,0,0,0,0
727.13,3285,0.7794811842150932,0,47.792473686037255,0,0,0,0,0,0,0,0,0,0,0,0,1,0
310.15,4729,0.6323954765744962,0,36.958190629798466,0,0,0,0,1,0,0,0,0,0,0,0,0,0
118.23,3285,0.4912877647766527,0,44.5151059106611,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10.7,1892,0.5025861178674169,0,49.03444714696678,0,0,0,1,0,0,0,0,0,0,0,0,0,0
305.14,205,0.7443315437910232,0,81.73261751640926,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.05,73,0.5693479048579922,1,75.73916194319689,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.36,205,0.6248263173684903,1,97.9305269473961,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328.58,238602,0.7516241007417742,2,84.64964029670966,0,0,0,0,1,0,0,0,0,0,0,0,0,0
326.68,1892,0.6492506856649933,2,43.700274265997315,0,0,0,0,1,0,0,0,0,0,0,0,0,0
331.43,238602,0.7792712584867595,3,95.7085033947038,0,0,0,0,1,0,0,0,0,0,0,0,0,0
331.2,3285,0.4838277502336721,8,27.53110009346882,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15.25,1892,0.3485575300824297,9,77.4230120329719,0,0,0,1,0,0,0,0,0,0,0,0,0,0
760.83,238602,0.6078897595879063,9,69.1559038351625,0,0,0,0,0,0,0,0,1,0,0,0,0,0
990.43,1892,0.6517414892921392,14,86.69659571685565,0,0,0,0,0,0,0,0,0,0,0,1,0,0
905.28,205,0.685,15,105.20030939404243,0,0,0,0,0,0,0,0,0,0,0,1,0,0
936.13,1892,0.672256443789451,21,54.90257751578041,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10.29,238602,0.5958825773257546,22,86.35303093030181,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308.33,1892,0.79,22,123.2738956032936,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1104.91,4729,1.0,22,107.58293047733329,0,0,0,0,0,0,0,0,0,0,0,1,0,0
925.74,238602,0.7231243722697148,22,25.2497489078859,0,0,0,0,0,0,0,0,0,0,0,1,0,0
737.43,4729,0.8978924025987308,22,95.15696103949233,0,0,0,0,0,0,0,0,1,0,0,0,0,0
860.8,1892,0.8879603259483648,22,91.18413037934592,0,0,0,0,0,0,0,0,0,0,0,1,0,0
851.71,73,0.91,22,111.46909651428895,0,0,0,0,0,0,0,0,1,0,0,0,0,0
752.47,205,0.7459451174001417,22,34.37804696005664,0,0,0,0,0,0,0,0,0,0,0,0,1,0
816.78,1892,0.8507284436079221,22,76.29137744316884,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1124.01,73,0.9940895109111538,23,97.63580436446155,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19.52,3285,0.6181009215408597,23,95.24036861634387,0,0,0,0,0,0,0,1,0,0,0,0,0,0
773.75,1892,0.8862885672082292,23,90.51542688329171,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1140.41,73,0.8244573840210588,23,29.782953608423536,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.09,3285,0.5722002818600918,23,76.88011274403671,0,0,0,0,0,0,0,0,0,0,1,0,0,0
335.96,205,0.6772654387170419,23,54.90617548681677,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1062.87,238602,0.9210465358027125,23,68.41861432108497,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1022.11,205,1.0,23,104.36800257133345,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149.42,3285,0.63,23,120.56047087911658,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310.76,4653,0.7247853343125177,0,73.91413372500706,0,0,0,0,1,0,0,0,0,0,0,0,0,0
282.6,4653,0.6787285107133396,1,55.49140428533583,0,0,0,0,1,0,0,0,0,0,0,0,0,0
330.32,885,0.7347659205699583,1,77.90636822798328,0,0,0,0,1,0,0,0,0,0,0,0,0,0
304.17,4653,0.7267651003609205,3,74.70604014436817,0,0,0,0,1,0,0,0,0,0,0,0,0,0
279.83,4653,0.6464965326117722,3,42.59861304470886,0,0,0,0,1,0,0,0,0,0,0,0,0,0
685.26,4653,0.8823683840982891,3,88.94735363931564,0,0,0,0,0,0,0,0,1,0,0,0,0,0
301.4,4653,0.602554884291215,7,75.02195371648597,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20.49,205,0.405,9,112.01085741328282,0,0,1,0,0,0,0,0,0,0,0,0,0,0
999.36,1892,0.6074061552327269,15,68.96246209309075,0,0,0,0,0,0,0,0,0,0,0,1,0,0
311.01,885,0.4152976552391068,16,40.11906209564272,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1095.21,1892,0.9094341156544792,22,63.77364626179167,0,0,0,0,0,0,0,0,0,0,0,1,0,0
793.22,885,0.8570003580909727,22,78.80014323638908,0,0,0,0,0,0,0,0,0,0,0,0,1,0
719.14,1892,0.8086897936107649,22,59.47591744430596,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1056.23,4653,0.8300090694918485,22,32.003627796739416,0,0,0,0,0,0,0,0,0,0,0,1,0,0
929.9,4653,0.7900644738158338,22,52.02578952633348,0,0,0,0,0,0,0,0,0,0,0,1,0,0
893.91,205,0.91,23,109.47477670001682,0,0,0,0,0,0,0,0,0,0,0,0,1,0
838.04,1892,0.8925614298501524,23,93.02457194006097,0,0,0,0,0,0,0,0,0,0,0,0,1,0
